initial-population,population,time,gini-mean,gini-variance
800,507,787,0.493252285,3.04E-08
800,462,810,0.50851598,3.04E-08
800,498,840,0.50429799,3.05E-08
800,516,839,0.513785007,3.04E-08
800,494,808,0.508233398,3.04E-08
800,479,811,0.488882402,3.04E-08
800,478,839,0.526063034,3.04E-08
800,485,803,0.50972406,3.04E-08
800,473,818,0.491140356,3.04E-08
800,501,882,0.523231934,3.05E-08
800,487,845,0.519621625,3.05E-08
800,505,786,0.485409706,3.05E-08
800,470,813,0.488619127,3.05E-08
800,488,867,0.52870454,3.05E-08
800,497,830,0.502507068,3.04E-08
800,490,816,0.506474054,3.04E-08
800,486,846,0.517160702,3.05E-08
800,483,804,0.500536703,3.05E-08
800,487,841,0.530314133,3.04E-08
800,487,820,0.495593478,3.05E-08
800,492,872,0.529002339,3.04E-08
800,470,807,0.506103212,3.05E-08
800,474,859,0.526461929,3.05E-08
800,474,726,0.472145007,3.04E-08
800,481,795,0.488749887,3.05E-08
800,475,839,0.51067083,3.05E-08
800,476,820,0.507012214,3.05E-08
800,493,838,0.524268448,3.04E-08
800,492,805,0.497225393,3.04E-08
800,504,820,0.511532409,3.04E-08
800,507,810,0.506250852,3.04E-08
850,519,758,0.486079698,3.05E-08
850,485,769,0.484181735,3.04E-08
850,500,830,0.512956201,3.04E-08
850,506,862,0.537974735,3.04E-08
850,515,819,0.50891057,3.04E-08
850,502,866,0.530432429,3.05E-08
850,529,787,0.495213419,3.04E-08
850,526,815,0.50766155,3.04E-08
850,503,794,0.508367612,3.04E-08
850,532,812,0.492739707,3.04E-08
850,526,854,0.535752339,3.04E-08
850,498,835,0.533006831,3.05E-08
850,519,872,0.519848357,3.04E-08
850,532,825,0.51231343,3.04E-08
850,503,780,0.497587764,3.04E-08
850,516,858,0.523319112,3.05E-08
850,529,895,0.544969962,3.05E-08
850,529,808,0.490742214,3.04E-08
850,523,833,0.516212631,3.04E-08
850,521,893,0.539180634,3.04E-08
850,530,828,0.518194694,3.05E-08
850,516,853,0.528820114,3.04E-08
850,543,857,0.522276396,3.05E-08
850,515,837,0.516930397,3.05E-08
850,521,826,0.518530484,3.05E-08
850,500,846,0.520042208,3.05E-08
850,487,862,0.531398695,3.04E-08
850,532,802,0.484991738,3.04E-08
850,509,771,0.472476938,3.04E-08
850,509,810,0.489212654,3.04E-08
850,510,810,0.511722044,3.04E-08
850,524,825,0.508514632,3.05E-08
850,507,835,0.498799394,3.05E-08
850,514,822,0.508391232,3.04E-08
850,500,787,0.479161002,3.04E-08
850,504,837,0.515303589,3.04E-08
850,521,818,0.512564578,3.04E-08
850,540,875,0.529913217,3.05E-08
850,540,829,0.527661979,3.05E-08
850,506,802,0.508266897,3.05E-08
850,511,856,0.514784695,3.05E-08
850,494,820,0.509763896,3.04E-08
850,513,773,0.492610332,3.04E-08
850,522,823,0.497639522,3.05E-08
850,515,811,0.508873099,3.05E-08
850,507,817,0.510696572,3.04E-08
850,493,812,0.505119786,3.04E-08
850,483,839,0.525912556,3.04E-08
850,515,794,0.494383055,3.04E-08
850,519,841,0.523282493,3.05E-08
850,503,831,0.542346448,3.05E-08
850,541,820,0.513999086,3.04E-08
850,534,806,0.493122982,3.04E-08
850,502,815,0.510584734,3.04E-08
850,519,838,0.525185404,3.04E-08
850,522,767,0.485616012,3.04E-08
850,543,863,0.527446072,3.04E-08
850,522,841,0.516540668,3.05E-08
850,497,802,0.499843062,3.04E-08
850,498,821,0.503736808,3.05E-08
850,523,810,0.49435599,3.04E-08
850,513,789,0.482184573,3.04E-08
850,533,819,0.501227408,3.04E-08
850,512,787,0.485941525,3.04E-08
850,495,832,0.514993873,3.05E-08
850,522,797,0.493496258,3.04E-08
850,511,791,0.49365257,3.04E-08
850,504,778,0.486589664,3.04E-08
850,531,825,0.521326326,3.04E-08
850,527,795,0.501648897,3.04E-08
850,511,833,0.528881537,3.04E-08
850,521,787,0.482567961,3.05E-08
850,488,767,0.493007425,3.04E-08
850,556,802,0.489661839,3.04E-08
850,529,805,0.490647459,3.04E-08
850,528,822,0.505683577,3.04E-08
850,502,791,0.498953832,3.05E-08
850,508,797,0.48795694,3.05E-08
850,520,837,0.510139091,3.05E-08
850,526,811,0.502888812,3.04E-08
850,515,799,0.496516529,3.05E-08
850,509,839,0.50504907,3.04E-08
850,501,817,0.512270204,3.04E-08
850,525,846,0.524374992,3.04E-08
850,509,789,0.501051287,3.05E-08
850,506,813,0.511996268,3.05E-08
850,513,865,0.531410337,3.05E-08
850,514,848,0.515875298,3.05E-08
850,533,867,0.523942058,3.04E-08
850,519,824,0.512520114,3.04E-08
850,538,837,0.521159616,3.04E-08
850,529,788,0.485889606,3.05E-08
850,508,889,0.535531852,3.05E-08
850,529,824,0.517556885,3.05E-08
850,508,785,0.485561261,3.05E-08
850,512,816,0.494729468,3.04E-08
850,532,880,0.527032465,3.05E-08
850,510,806,0.510668353,3.05E-08
850,521,803,0.495548135,3.04E-08
850,513,832,0.52417581,3.04E-08
900,536,802,0.511060364,3.05E-08
900,531,788,0.490269411,3.04E-08
900,519,833,0.51690712,3.05E-08
900,518,767,0.471191913,3.04E-08
900,516,820,0.519024173,3.04E-08
900,557,818,0.501470702,3.04E-08
900,558,854,0.529273465,3.05E-08
900,544,819,0.510587911,3.05E-08
900,541,836,0.511289304,3.04E-08
900,550,806,0.503108217,3.05E-08
900,544,801,0.485092658,3.04E-08
900,533,806,0.499716307,3.05E-08
900,535,852,0.522734595,3.04E-08
900,544,850,0.538171135,3.04E-08
900,538,799,0.506750395,3.04E-08
900,546,791,0.498176437,3.05E-08
900,526,807,0.503178074,3.05E-08
900,532,809,0.50529769,3.05E-08
900,559,845,0.512069353,3.04E-08
900,537,900,0.539636193,3.05E-08
900,521,754,0.4931861,3.05E-08
900,514,769,0.485317455,3.05E-08
900,553,788,0.498058785,3.04E-08
900,549,814,0.518014842,3.04E-08
900,549,860,0.529937827,3.05E-08
900,525,844,0.524625536,3.04E-08
900,546,823,0.496194167,3.04E-08
900,558,811,0.503616581,3.04E-08
900,543,829,0.514714494,3.04E-08
900,518,836,0.505942161,3.05E-08
900,542,849,0.53774857,3.05E-08
900,539,775,0.474518894,3.05E-08
900,538,855,0.509321242,3.04E-08
900,545,846,0.530843208,3.04E-08
900,529,854,0.526475935,3.04E-08
900,564,760,0.468550871,3.05E-08
900,556,785,0.493248742,3.05E-08
900,544,822,0.513673387,3.05E-08
900,536,785,0.480274549,3.04E-08
900,532,828,0.490789831,3.04E-08
900,539,870,0.533636806,3.04E-08
900,533,858,0.537355127,3.05E-08
900,544,848,0.521132373,3.05E-08
900,536,783,0.48673553,3.05E-08
900,543,792,0.502720495,3.04E-08
900,522,772,0.488167485,3.05E-08
900,522,813,0.520008075,3.04E-08
900,536,805,0.493495905,3.05E-08
900,539,846,0.522651707,3.04E-08
900,556,844,0.530785264,3.05E-08
900,543,797,0.506432773,3.04E-08
900,536,827,0.517592848,3.05E-08
900,524,841,0.516150799,3.04E-08
900,529,865,0.533283067,3.05E-08
900,525,799,0.505767241,3.04E-08
900,549,784,0.48794119,3.04E-08
900,536,857,0.527924284,3.05E-08
900,560,875,0.529226828,3.05E-08
900,522,847,0.5306822,3.04E-08
900,582,831,0.511926484,3.05E-08
900,533,835,0.510720292,3.04E-08
900,554,822,0.520131131,3.04E-08
900,531,816,0.497622357,3.04E-08
900,550,837,0.511389237,3.05E-08
900,526,771,0.478263125,3.05E-08
900,524,796,0.502984625,3.05E-08
900,543,800,0.490955,3.05E-08
900,540,807,0.497939023,3.05E-08
900,519,852,0.532923623,3.04E-08
900,544,813,0.515339162,3.04E-08
900,546,828,0.498409454,3.04E-08
900,556,843,0.520615541,3.05E-08
900,520,818,0.512190434,3.05E-08
900,544,866,0.541962855,3.05E-08
900,554,820,0.523707342,3.05E-08
900,560,876,0.538356541,3.04E-08
900,535,804,0.49923474,3.04E-08
900,547,802,0.502651669,3.05E-08
900,526,857,0.53178984,3.05E-08
900,535,757,0.487538703,3.04E-08
900,537,815,0.49887044,3.04E-08
900,543,821,0.504019327,3.04E-08
900,527,845,0.540897624,3.04E-08
900,550,818,0.503720606,3.04E-08
900,517,824,0.520818019,3.04E-08
900,550,835,0.515689484,3.04E-08
900,532,835,0.530347666,3.04E-08
900,557,827,0.519773105,3.05E-08
900,536,855,0.541274786,3.04E-08
900,521,803,0.501848815,3.04E-08
900,536,858,0.527718029,3.05E-08
900,535,777,0.489337957,3.04E-08
900,536,831,0.525747949,3.04E-08
900,543,828,0.508416545,3.04E-08
900,539,799,0.513137272,3.04E-08
900,547,812,0.504028439,3.04E-08
900,557,799,0.49381881,3.05E-08
900,544,813,0.510076289,3.04E-08
900,552,813,0.502297921,3.05E-08
900,554,820,0.508755174,3.05E-08
950,551,799,0.499261079,3.05E-08
950,557,805,0.490091293,3.04E-08
950,562,742,0.471807153,3.05E-08
950,565,823,0.513553173,3.05E-08
950,557,824,0.51098764,3.04E-08
950,560,771,0.480782919,3.04E-08
950,569,780,0.500518046,3.05E-08
950,584,794,0.492975262,3.05E-08
950,557,806,0.500624672,3.04E-08
950,583,838,0.524844523,3.04E-08
950,599,832,0.506583715,3.05E-08
950,550,818,0.500224514,3.04E-08
950,572,891,0.535653159,3.05E-08
950,559,824,0.519903329,3.05E-08
950,583,811,0.515531501,3.05E-08
950,558,836,0.512767804,3.04E-08
950,607,858,0.526583702,3.05E-08
950,591,815,0.497572648,3.04E-08
950,561,802,0.503368054,3.04E-08
950,556,836,0.512880678,3.04E-08
950,573,853,0.516085466,3.04E-08
950,570,863,0.534769817,3.05E-08
950,567,810,0.497310191,3.05E-08
950,571,803,0.498841184,3.04E-08
950,581,826,0.513400881,3.05E-08
950,589,851,0.516734722,3.04E-08
950,573,790,0.510706926,3.04E-08
950,576,900,0.531420608,3.05E-08
950,562,815,0.506237184,3.05E-08
950,584,806,0.499463063,3.05E-08
950,623,831,0.505216048,3.05E-08
950,574,838,0.512554498,3.05E-08
950,555,841,0.525493819,3.05E-08
950,547,861,0.527712964,3.04E-08
950,577,859,0.534541282,3.04E-08
950,574,828,0.50196123,3.05E-08
950,576,818,0.512293939,3.04E-08
950,565,841,0.522277366,3.05E-08
950,576,846,0.523625147,3.04E-08
950,562,848,0.528720733,3.05E-08
950,551,811,0.49482753,3.05E-08
950,573,820,0.507513195,3.05E-08
950,578,807,0.507680284,3.04E-08
950,579,850,0.521098282,3.05E-08
950,541,822,0.504116986,3.05E-08
950,560,861,0.5321541,3.05E-08
950,535,870,0.529906398,3.04E-08
950,583,770,0.48071065,3.05E-08
950,573,796,0.491932486,3.05E-08
950,568,825,0.504210266,3.05E-08
950,591,807,0.514442061,3.04E-08
950,570,834,0.515427996,3.05E-08
950,564,797,0.506287043,3.05E-08
950,585,839,0.519441111,3.05E-08
950,567,831,0.515875228,3.04E-08
950,583,792,0.509273602,3.05E-08
950,569,785,0.4845286,3.04E-08
950,595,857,0.52818056,3.04E-08
950,566,838,0.514157527,3.05E-08
950,585,760,0.487543875,3.04E-08
950,582,843,0.505849816,3.04E-08
950,575,817,0.497531302,3.04E-08
950,565,884,0.534611253,3.05E-08
950,575,830,0.525179113,3.05E-08
950,575,864,0.514093086,3.05E-08
950,581,788,0.494208777,3.05E-08
950,576,781,0.482418452,3.04E-08
950,555,838,0.515293739,3.04E-08
950,582,829,0.517792236,3.04E-08
950,553,800,0.503004764,3.04E-08
950,575,830,0.525299239,3.04E-08
950,563,852,0.529147846,3.04E-08
950,584,795,0.495965381,3.05E-08
950,578,831,0.515757804,3.04E-08
950,590,781,0.498058893,3.05E-08
950,573,829,0.510991645,3.04E-08
950,540,838,0.533824483,3.04E-08
950,566,811,0.495197716,3.04E-08
950,571,840,0.504038844,3.05E-08
950,574,806,0.520000955,3.05E-08
950,581,834,0.505193182,3.04E-08
950,565,811,0.499768976,3.05E-08
950,584,815,0.515985936,3.04E-08
950,570,822,0.511088917,3.04E-08
950,551,855,0.530165297,3.04E-08
950,590,830,0.517761187,3.05E-08
950,555,789,0.493323456,3.05E-08
950,576,790,0.481383419,3.04E-08
950,567,811,0.498493355,3.05E-08
950,573,787,0.491255176,3.04E-08
950,565,859,0.524897388,3.04E-08
950,568,815,0.509428102,3.04E-08
950,564,823,0.510217419,3.05E-08
950,572,830,0.512604852,3.05E-08
950,587,855,0.513861367,3.04E-08
950,567,821,0.494881028,3.05E-08
950,587,824,0.506563504,3.05E-08
950,575,815,0.511161165,3.04E-08
950,553,820,0.504138292,3.04E-08
950,556,829,0.5246876,3.05E-08
1000,596,824,0.503371778,3.05E-08
1000,575,789,0.490741773,3.05E-08
1000,587,843,0.522050319,3.05E-08
1000,590,796,0.502914429,3.04E-08
1000,604,873,0.537444832,3.04E-08
1000,599,887,0.544670488,3.05E-08
1000,610,779,0.499096186,3.04E-08
1000,597,826,0.51060852,3.05E-08
1000,609,803,0.509626748,3.04E-08
1000,615,826,0.512368581,3.04E-08
1000,585,760,0.493795857,3.04E-08
1000,596,818,0.498317867,3.04E-08
1000,579,840,0.51058055,3.05E-08
1000,590,784,0.499322785,3.04E-08
1000,613,857,0.528736446,3.04E-08
1000,617,841,0.509532918,3.05E-08
1000,580,837,0.516965052,3.04E-08
1000,593,824,0.500616966,3.04E-08
1000,626,803,0.500706483,3.04E-08
1000,604,829,0.513465929,3.04E-08
1000,607,834,0.524035789,3.05E-08
1000,590,892,0.543046019,3.04E-08
1000,621,825,0.503530504,3.05E-08
1000,604,789,0.476241119,3.04E-08
1000,624,808,0.501529012,3.04E-08
1000,599,819,0.517350908,3.05E-08
1000,605,830,0.522436746,3.04E-08
1000,578,771,0.488355544,3.05E-08
1000,627,833,0.503067949,3.04E-08
1000,603,843,0.523954505,3.04E-08
1000,570,853,0.52228081,3.05E-08
1000,597,836,0.518276701,3.05E-08
1000,584,827,0.518656994,3.04E-08
1000,619,825,0.514060818,3.04E-08
1000,586,858,0.527838375,3.04E-08
1000,594,830,0.516879804,3.04E-08
1000,575,838,0.519716057,3.04E-08
1000,597,856,0.537164613,3.04E-08
1000,604,839,0.510462004,3.04E-08
1000,595,848,0.525400412,3.04E-08
1000,596,803,0.510629382,3.04E-08
1000,605,847,0.523246105,3.05E-08
1000,609,839,0.508856496,3.05E-08
1000,644,875,0.544317554,3.05E-08
1000,587,841,0.523726548,3.04E-08
1000,595,812,0.510474597,3.04E-08
1000,592,842,0.521543371,3.04E-08
1000,588,829,0.523144504,3.05E-08
1000,571,812,0.508085221,3.04E-08
1000,587,856,0.527437185,3.05E-08
1000,623,817,0.509100246,3.04E-08
1000,601,843,0.50568291,3.04E-08
1000,588,879,0.545452414,3.05E-08
1000,608,842,0.516445272,3.04E-08
1000,622,772,0.495762387,3.05E-08
1000,601,877,0.529420825,3.04E-08
1000,594,821,0.527058796,3.05E-08
1000,623,829,0.518482639,3.05E-08
1000,603,834,0.508950298,3.04E-08
1000,575,831,0.53209384,3.05E-08
1000,592,831,0.514389091,3.04E-08
1000,604,787,0.492810599,3.04E-08
1000,565,762,0.484233891,3.05E-08
1000,585,856,0.520748692,3.04E-08
1000,609,822,0.508069264,3.05E-08
1000,591,766,0.487474665,3.05E-08
1000,569,792,0.497331961,3.04E-08
1000,583,804,0.500197134,3.04E-08
1000,589,790,0.495769683,3.04E-08
1000,589,811,0.50512317,3.05E-08
1000,604,805,0.509098635,3.04E-08
1000,596,820,0.503767811,3.04E-08
1000,610,850,0.523585035,3.04E-08
1000,590,849,0.517419328,3.05E-08
1000,596,796,0.505914268,3.05E-08
1000,627,821,0.498350917,3.04E-08
1000,607,766,0.485113467,3.04E-08
1000,598,868,0.530555165,3.04E-08
1000,602,777,0.497491618,3.05E-08
1000,604,856,0.521302261,3.04E-08
1000,566,813,0.517770917,3.04E-08
1000,614,805,0.516315096,3.04E-08
1000,599,856,0.520946298,3.04E-08
1000,585,810,0.481343158,3.05E-08
1000,607,843,0.534495407,3.04E-08
1000,604,840,0.523614846,3.04E-08
1000,638,790,0.503306001,3.04E-08
1000,587,838,0.521726822,3.05E-08
1000,596,821,0.51358249,3.04E-08
1000,636,879,0.532960328,3.04E-08
1000,620,833,0.517113342,3.05E-08
1000,597,804,0.501185881,3.05E-08
1000,560,775,0.484209428,3.05E-08
1000,580,814,0.495943979,3.05E-08
1000,602,812,0.512602445,3.05E-08
1000,591,846,0.519840523,3.04E-08
1000,594,813,0.50477177,3.05E-08
1000,597,812,0.519896258,3.05E-08
1000,590,810,0.509301088,3.04E-08
1000,601,816,0.503698239,3.04E-08
